id,name,active,is_company,state_id/id,street,street2,zip,city,country_id/id,property_payment_term/id,phone,fax,email,website,ref,lang,sageecommerce,pwecommerce,property_account_position
res.partner_ANTIL,LEDERWAREN ANTILOOP,True,True,,"FR. CRAEYBECKXLAAN , 109",,2100,DEURNE,base.be,account_payment_term.30joursnet,03 3245123,,,,ANTIL,Dutch / Nederlands,ANTIL,zavub980,Régime National
res.partner_ANTILO,ANTILOPE MAROQUINERIE,True,True,,"RUE DU COMMERCE , 11",,6200,CHATELET,base.be,account_payment_term.30joursnet,071 397188,071 397188,antilope@proximedia.be,,ANTILO,French / Français,ANTILO,xudej934,Régime National
res.partner_ANTONE,ANTONELLA,True,True,,"11-13, RUE MAUREPAS",,94320,THIAIS,base.fr,account_payment_term.60joursfindemois,0033 148523563,,,,ANTONE,French / Français,ANTONE,xepar248,Régime Intra-Communautaire
res.partner_AO2C,CABINET OLIVIER CERF,True,True,,15 RUE DE LA PAIX,,91220,BRETIGNY/ORGE,base.fr,account_payment_term.60joursfindemois,0033 160845675,0033 160843549,cabinet.paix@ao2c.net,,AO2C,French / Français,AO2C,badig481,Régime Intra-Communautaire
res.partner_APOTHE,APOTHEKE ST MARIEN,True,True,res.state_BAYERN,MARIENSTR. 6,,92224,AMBERG,base.de,account_payment_term.30joursnet,0049 962148510,0049 9621485120,,,APOTHE,English,APOTHE,petam611,Régime Intra-Communautaire
res.partner_APPOLO,APPOLONIA,True,True,,DORPSTRAAT . 38,,3641,EC MIJDRECHT,base.nl,account_payment_term.30joursnet,02 97287107,,,,APPOLO,Dutch / Nederlands,APPOLO,budox948,Régime Intra-Communautaire
res.partner_AQUARI,AQUARIUS,True,True,,1  CASTLE STREET,,IP24 2DL,"THETFORD, NORFOLK",base.uk,account_payment_term.30joursnet,0044 1842 752611,,,,AQUARI,English,AQUARI,monag306,Régime National
res.partner_ARA,ARA HOME DECOR BVBA,True,True,,MARKT 5,,8660,DE PANNE,base.be,account_payment_term.30joursnet,0486 510325,058 420077,info@ara-depanne.be,www.ara-depanne.be,ARA,Dutch / Nederlands,ARA,tofar525,Régime National
res.partner_ARCADE,MAROQ. DES ARCADES,True,True,,18 . RUE DU PALAIS,,17000,LA ROCHELLE,base.fr,account_payment_term.60joursfindemois,0033 546418046,,,,ARCADE,French / Français,ARCADE,zigaz766,Régime Intra-Communautaire
res.partner_ARCADO,ARCADO (TURQUOISE),True,True,,CHEE DE WAVRE 756,,1040,BRUXELLES,base.be,account_payment_term.30joursnet,02 6469476,02 6469476,,,ARCADO,French / Français,ARCADO,xunat175,Régime National
res.partner_ARCDEM,ARC DE MODE GMBH,True,True,,STREHLGASSE 8,,8001,ZÜRICH,base.om,account_payment_term.ttbeforeshipment,0041 442010303,,,,ARCDEM,English,ARCDEM,xivet366,Régime National
res.partner_ARCEN1,ARC EN CIEL,True,True,,"73, RUE ROYALE",,45000,ORLEANS,base.fr,account_payment_term.60joursfindemois,0033 238628181,,,,ARCEN1,French / Français,ARCEN1,rolik442,Régime Intra-Communautaire
res.partner_ARCY,ARCY CUIR,True,True,,CC LELCERC,,78390,BOIS D ARCY,base.fr,account_payment_term.60joursfindemois,0033 134603608,0033 164053668,,,ARCY,French / Français,ARCY,cofos907,Régime Intra-Communautaire
res.partner_AREAN,AREAN DE'ABRANCHES - JORDAO,True,True,,MONTE DAS FLORES,,7000-171,EVORA,base.pt,account_payment_term.ttbeforeshipment,,,,,AREAN,French / Français,AREAN,pupar654,Régime Intra-Communautaire
res.partner_ARENDS,ARENDS AGENTUREN VOF,True,True,,LAGE KAMP 14,,7317,AT APELDOORN,base.nl,account_payment_term.30joursnet,055 5766525,055 5761948,arends.agenturen@planet.nl,,ARENDS,Dutch / Nederlands,ARENDS,qitif585,Régime Intra-Communautaire
res.partner_ARGENT,ARGENT JEWELLERY,True,True,,BORDER HOUSE,,CH60 1XG,"BRINSTADE, HESWALL",base.uk,account_payment_term.30joursnet,0044 7979721229,,,,ARGENT,English,ARGENT,coguz860,Régime National
res.partner_ARIANE,PARFUMERIE ARIANE,True,True,,"RUE DES VERGERS , 16",,1950,SION,base.ch,account_payment_term.ttbeforeshipment,027 3223968,027 3228002,,,ARIANE,French / Français,ARIANE,pusul075,Régime Extra-Communautaire
res.partner_ARKODO,ARKOMEDIKA DOM-TOM,True,True,,ZI DE CARROS,BP 28,6511,CARROS CEDEX,base.fr,account_payment_term.60joursfindemois,,,,,ARKODO,French / Français,ARKODO,beriq782,Régime Intra-Communautaire
res.partner_ARKOME,ARKOMEDICA,True,True,,1ere AVENUE - 9eme RUE - BP 28,ZI DE CARROS,6511,CARROS CEDEX,base.fr,account_payment_term.60joursfindemois,0033 492088545,0033 493291162,,,ARKOME,French / Français,ARKOME,zucam798,Régime Intra-Communautaire
res.partner_ARKOPB,LABORAT.ARKOPHARMA ( BELGIQ.),True,True,,AVENUE EDISON . 13,PARC DE LA NOIRE EPINE,1300,WAVRE,base.be,account_payment_term.30joursnet,010 235010,010 235015,JCB@arkopharma.be,,ARKOPB,French / Français,ARKOPB,gobil286,Régime National
res.partner_ARKOPH,ARKOPHARMA LABORATOIRE,True,True,,BP 28,SERVICE INTERNAT.- PLANTE SYSTEM FR,6511,CARROS CEDEX,base.fr,account_payment_term.60joursfindemois,0033 492088513,,,,ARKOPH,French / Français,ARKOPH,rafaz076,Régime Intra-Communautaire
res.partner_ARNAL,ARNAL,True,True,,75 . RUE MARECHAL FOCH,,71200,LE CREUSOT,base.fr,account_payment_term.60joursfindemois,0033 385551248,0033 385804172,maroquinerie.arnal@wanadoo.fr,,ARNAL,French / Français,ARNAL,zeqek832,Régime Intra-Communautaire
res.partner_ARNOL1,LA BOUTIQUE DORIS ARNOLD,True,True,,GOTHARDSTRASSE 91,,6490,ANDERMATT,base.ch,account_payment_term.ttbeforeshipment,0041 41 88704 00,,,,ARNOL1,English,ARNOL1,varuk181,Régime Extra-Communautaire
res.partner_ARNOL2,NANCY ARNOLDY,True,True,,LE HOUPET 24,,4190,FERRIERES,base.be,account_payment_term.30joursnet,0489 568208,,,,ARNOL2,French / Français,ARNOL2,fomal155,Régime National
res.partner_ARRETD,TOUSSAINT DECOR (DROGUERIE),True,True,,"10, RUE CARNOT",,69190,SAINT FONS,base.fr,account_payment_term.60joursfindemois,0033 478709483,,,,ARRETD,French / Français,ARRETD,macez132,Régime Intra-Communautaire
res.partner_ARTANI,ART-ANITA LLC,True,True,,SHINARARARNERI 10/1 APT. 97,,38,YEREVAN,base.am,account_payment_term.ttbeforeshipment,00374 10535672,,massi@davidts.be,,ARTANI,English,ARTANI,vevef249,Régime Extra-Communautaire
res.partner_ARTCA2,LA SELLERIE - ARTCANCIA SARL ,True,True,,91 .  GRAND RUE,,25000,BESANCON,base.fr,account_payment_term.60joursfindemois,0033 381835701,0033 381835701,,,ARTCA2,French / Français,ARTCA2,kelic063,Régime Intra-Communautaire
res.partner_ARTCAN,ARTCANCIA SARL (STRATUS BOUT. ),True,True,,"2, RUE RENE CHAR",CC GEANT CASINO,25056,BESANCON,base.fr,account_payment_term.60joursfindemois,,0033 381805625,,,ARTCAN,French / Français,ARTCAN,regul899,Régime Intra-Communautaire
res.partner_ARTDEV,ART DE VIVRE,True,True,,RAYMOND POINTCARRE 7/19,,4020,LIEGE,base.be,account_payment_term.30joursnet,,,,,ARTDEV,French / Français,ARTDEV,cimad270,Régime National
res.partner_ARTDU1,ART DU CUIR II (MASSY),True,True,,"CC CORA CD 120, AVENUE DE L' EUROPE",,91300,MASSY,base.fr,account_payment_term.60joursfindemois,0033 169301005,,,,ARTDU1,French / Français,ARTDU1,nugel251,Régime Intra-Communautaire
res.partner_ARTDU2,ART DU CUIR (LES ULIS),True,True,,CC ULIS,,91940,LES ULIS,base.fr,account_payment_term.60joursfindemois,0033 169074155,0033 169288281,,,ARTDU2,French / Français,ARTDU2,sodop412,Régime Intra-Communautaire
res.partner_ARTEEL,ARTEEL GROUP,True,True,,MARGARETAPLEIN 5,,3000,LEUVEN,base.be,account_payment_term.30joursnet,016 225245,016 290913,pennenhuis@arteel.be,,ARTEEL,Dutch / Nederlands,ARTEEL,tonik892,Régime National
res.partner_ARTET,ART ET CUIR,True,True,,CC CARREFOUR - LES BEAUDOTTES,,93270,SEVRAN,base.fr,account_payment_term.60joursfindemois,0033 143835838,0033 143835838,,,ARTET,French / Français,ARTET,tinax900,Régime Intra-Communautaire
res.partner_ARTET1,ART ET CUIR,True,True,,101 . RUE CAYRADE ,,12300,DECAZEVILLE,base.fr,account_payment_term.60joursfindemois,0033 565431165,,,,ARTET1,French / Français,ARTET1,cudok107,Régime Intra-Communautaire
res.partner_ARTETG,ART ET DEGRIFFE,True,True,,"22 , RUE SATURNIN ARLOING",,3300,CUSSET,base.fr,account_payment_term.60joursfindemois,0033 470987749,0033 470987749,,,ARTETG,French / Français,ARTETG,fates247,Régime Intra-Communautaire
res.partner_ARTETO,ART & OR,True,True,,"2, PLACE MAGENTA",,6000,NICE,base.fr,account_payment_term.60joursfindemois,0033 493821881,0033 601449161,,,ARTETO,French / Français,ARTETO,lakij879,Régime Intra-Communautaire
res.partner_ARTEXP,ARTEXPRO,True,True,,PARC D'ACTIVITES MONTGERVALAISE 2,,35520,LA MEZIERE,base.fr,account_payment_term.60joursfindemois,0033 223200035,0033 223200036,artexpro@free.fr,,ARTEXP,French / Français,ARTEXP,lodol883,Régime Intra-Communautaire
res.partner_ARTH,ARTHUR & ASTON ( JACOBIN LE MANS ),True,True,,CC DES JACOBINS,,72000,LE MANS,base.fr,account_payment_term.60joursfindemois,,,,,ARTH,French / Français,ARTH,vifan763,Régime Intra-Communautaire
res.partner_ARTHU,ARTHUR & ASTON (LE MANS CENTRE SUD),True,True,,CC  CENTRE-SUD CARREFOUR,257 . AV G. DURAND,72000,LE MANS,base.fr,account_payment_term.60joursfindemois,0033 243615527,0033 243615527,,,ARTHU,French / Français,ARTHU,reqaf052,Régime Intra-Communautaire
res.partner_ARTHU1,ARTHUR TRADING SARL,True,True,,"9, AVENUE DU HAUTMONT",,59420,MOUVAUX,base.fr,account_payment_term.60joursfindemois,0033 685836565,,,,ARTHU1,French / Français,ARTHU1,domal526,Régime Intra-Communautaire
res.partner_ARTHU2,ARTHUR & ASTON CAEN,True,True,,CC COTE DE NACRE,,14000,CAEN,base.fr,account_payment_term.60joursfindemois,0033 231474978,,,,ARTHU2,French / Français,ARTHU2,vatig818,Régime Intra-Communautaire
res.partner_ARTHUR,ARTHUR & ASTON (CHAPELLE ST AUBIN),True,True,,CC AUCHAN,ZAC DU MOULIN AUX MOINES,72650,LA CHAPELLE ST AUBIN,base.fr,account_payment_term.60joursfindemois,0033 243234260,,,,ARTHUR,French / Français,ARTHUR,rajez660,Régime Intra-Communautaire
res.partner_ARTIC1,ARTICLE DE PARIS,True,True,,"53, AVENUE DU DOCTEUR SCHINAZI",,33083,BORDEAUX,base.fr,account_payment_term.60joursfindemois,0033 557191985,0033 557191986,,,ARTIC1,French / Français,ARTIC1,cuvaq918,Régime Intra-Communautaire
res.partner_ARTIST,ARTISTIC,True,True,,MAGELEINSTRAAT 27,,9000,GENT,base.be,account_payment_term.30joursnet,09 2342429,,christelle.segers@gmail.com,,ARTIST,Dutch / Nederlands,ARTIST,galoq950,Régime National
res.partner_ASCOT1,ASCOT PELLETERIE,True,True,,"VIA DEL PRIONE, 243",,19121,LA SPEZIA,base.it,account_payment_term.30joursnet,0039 018729724,,ascot2004@alice.it,,ASCOT1,English,ASCOT1,buzek278,Régime Intra-Communautaire
res.partner_ASDETR,L'AS DE TREFLE ,True,True,,BP 3493,12 . RUE DOCTEUR LESCOUR,98846,NOUMEA CEDEX,base.nc,account_payment_term.ttbeforeshipment,687.35.20.50.,687.35.20.55,asdetrefle@asdetrefle.nc,www.asdetrefle.nc,ASDETR,French / Français,ASDETR,coraq495,Régime Extra-Communautaire
res.partner_ASIE,ASIE,True,True,,CC ST JACQUES,,57000,METZ,base.fr,account_payment_term.60joursfindemois,0033 387740536,0033 387751530,,,ASIE,French / Français,ASIE,pesas068,Régime Intra-Communautaire
res.partner_ASKDIS,ASK DISTRIBUTION SARL,True,True,,"10, RUE DE LA BOUCHERIE",,67120,MOLSHEIM,base.fr,account_payment_term.60joursfindemois,0033 388383519,0033 388483447,,,ASKDIS,French / Français,ASKDIS,kexir218,Régime Intra-Communautaire
res.partner_ASKL,A.S.K.L.,True,True,,"38 , AVENUE DE FLANDRES",,75019,PARIS,base.fr,account_payment_term.60joursfindemois,0033 140345756,0033 148488508,askl@wanadoo.fr,,ASKL,French / Français,ASKL,gejut452,Régime Intra-Communautaire
res.partner_ASPELL,ASPELL & CO,True,True,,9 SPON STREET,,CV1 3BA,COVENTRY,base.uk,account_payment_term.30joursnet,0044 2476225631,,,,ASPELL,English,ASPELL,buman880,Régime Intra-Communautaire
res.partner_ASPEN,ASPEN OF HEREFORD LIMITED,True,True,,"UNIT B2, BRUNEL ROAD",,HR6 0LX,LEOMINSTER,base.uk,account_payment_term.30joursnet,01568 610 944 ,01568 620 698,,www.aspenofhereford.co.uk,ASPEN,English,ASPEN,guruj494,Régime Intra-Communautaire
res.partner_ASSOCI,ASSOCIATION DES AMIS D'ISIRO,True,True,,282 . CHEE D'OPHAIN ,,1420,BRAINE L'ALLEUD,base.be,account_payment_term.30joursnet,,,marguerite.alepe@gmail.com,,ASSOCI,French / Français,ASSOCI,mejes208,Régime National
res.partner_ATELIE,ATELIER MINUTE,True,True,,CC LECLERC,,57400,SARREBOURG,base.fr,account_payment_term.60joursfindemois,0033 387031251,,,,ATELIE,French / Français,ATELIE,xekem834,Régime Intra-Communautaire
res.partner_ATGRO,ATGRO GROOTHANDEL BV,True,True,,COENECOOP . 324,,2741,PM WADDINXVEEN,base.nl,account_payment_term.30joursnet,182611371,0182.63.89.84,,,ATGRO,Dutch / Nederlands,ATGRO,sejun305,Régime Intra-Communautaire
res.partner_ATHTEX,ATH TEX - CUIR SC,True,True,,SQUARE ST JULIEN . 14,,7800,ATH,base.be,account_payment_term.30joursnet,068 285413,068 285903,,,ATHTEX,French / Français,ATHTEX,cebal262,Régime National
res.partner_ATOU,ATOUT CUIR,True,True,,7 . GRAND RUE,,61000,ALENCON,base.fr,account_payment_term.60joursfindemois,0033 233264211,,,,ATOU,French / Français,ATOU,luxaj257,Régime Intra-Communautaire
res.partner_ATTIC,ATTIC ANAIS,True,True,,25 . RUE DE LA REPUBLIQUE,,57320,BOUZONVILLE,base.fr,account_payment_term.60joursfindemois,0033 387578036,0033 387578197,,,ATTIC,French / Français,ATTIC,nixep949,Régime Intra-Communautaire
res.partner_AUBALU,AU BALUCHON,True,True,,CC LECLERC,,95570,MOISSELLES,base.fr,account_payment_term.60joursfindemois,0033 139918160,0033 139918160,,,AUBALU,French / Français,AUBALU,zipup024,Régime Intra-Communautaire
res.partner_AUBER,AUBERT DIFFUSION SARL,True,True,,18 - 20 RUE COURRERIE,,43000,LE PUY EN VELAY,base.fr,account_payment_term.60joursfindemois,0033 471092217,,,,AUBER,French / Français,AUBER,venon029,Régime Intra-Communautaire
res.partner_AUBERT,AUBERTIN MAROQUINERIE,True,True,,13 . RUE THIERS,,21130,AUXONNE,base.fr,account_payment_term.60joursfindemois,0033 38037.3591,,,,AUBERT,French / Français,AUBERT,gezaj149,Régime Intra-Communautaire
res.partner_AUCABA,AU CABAS,True,True,,"28, AVENUE DE BÂLE",,68300,SAINT LOUIS,base.fr,account_payment_term.60joursfindemois,0033 389673770,,,,AUCABA,French / Français,AUCABA,gibaq140,Régime Intra-Communautaire
res.partner_AUCADE,AU CADEAU FLEURI,True,True,,"31, RUE HENRI BARBUSSE",,62860,ECOURT ST QUENTIN ,base.fr,account_payment_term.60joursfindemois,0033 321580505,0033 327895961,,,AUCADE,French / Français,AUCADE,zovas334,Régime Intra-Communautaire
res.partner_AUCAS1,AU CAS DU SAC,True,True,,"44, RUE JONCHERE",LOT 19,69730,GENAY,base.fr,account_payment_term.60joursfindemois,0033 474019950,0033 474019959,plbonot@dlachat.com,,AUCAS1,French / Français,AUCAS1,febel184,Régime Intra-Communautaire
res.partner_AUCASD,AU CAS DU SAC ,True,True,,44 RUE DES JONCHERES,,69730,GENAY,base.fr,account_payment_term.60joursfindemois,0033 474019950,0033 474019959,plbonot@dlachat.com,,AUCASD,French / Français,AUCASD,veduf174,Régime Intra-Communautaire
res.partner_AUGREN,AU GRENIER DE GOBERTANGE,True,True,,RUE DE HUSSOMPONT . 39 A,,1370,JODOIGNE,base.be,account_payment_term.30joursnet,010 811012,,,,AUGREN,French / Français,AUGREN,tepen801,Régime National
res.partner_AULEZ,AU LEZARD VERT - MME YANG HUA,True,True,,10 . RUE DES HALLES,,44000,NANTES,base.fr,account_payment_term.60joursfindemois,0033 240474713,0033 240474713,,,AULEZ,French / Français,AULEZ,karon586,Régime Intra-Communautaire
res.partner_AUPET2,AU PETIT TANNEUR,True,True,,7 . RUE DU 26 NOVEMBRE,,67220,VILLE,base.fr,account_payment_term.60joursfindemois,0033 388570950,,,,AUPET2,French / Français,AUPET2,kukiv217,Régime Intra-Communautaire
res.partner_AUPTIT,AU P'TIT COPAIN SPRL,True,True,,"PLACE DAILLY, 17",,1030,BRUXELLES,base.be,account_payment_term.30joursnet,02 7336232,02 7320558,info@aupetitcopain.com,,AUPTIT,French / Français,AUPTIT,sevan798,Régime National
res.partner_AUSACC,AU SAC CHIC ( ETS FOUREL SARL ),True,True,,1 . AV. ARISTIDE BRIAND,,92160,ANTONY,base.fr,account_payment_term.60joursfindemois,0033 146680423,,sacchic@orange.fr,,AUSACC,French / Français,AUSACC,basis884,Régime Intra-Communautaire
res.partner_AUSEL1,AU SELLIER GUERANDAIS,True,True,,20 . RUE ST MICHEL,,44350,GUERANDE,base.fr,account_payment_term.60joursfindemois,0033 240249186,0033 240248266,,,AUSEL1,French / Français,AUSEL1,lozic120,Régime Intra-Communautaire
res.partner_AUTOU1,AUTOUR DU BUREAU,True,True,,"17, ALLEE DE LA LAITERIE",PARC DE LA PLAINE,59493,VILLENEUVE D'ASCQ,base.fr,account_payment_term.60joursfindemois,0033 320347158,,,,AUTOU1,French / Français,AUTOU1,ququm550,Régime Intra-Communautaire
res.partner_AUXBON,AUX BONHEURS DE SOPHIE,True,True,,"78, RUE DE SILENCE",,74800,LA ROCHE SUR FORON,base.fr,account_payment_term.60joursfindemois,0033 612532199,,,,AUXBON,French / Français,AUXBON,domib382,Régime Intra-Communautaire
res.partner_AUXCA,AUX CAPRICES,True,True,,52 TER . RUE DE LA REPUBLIQUE,,1200,BELLEGARDE SUR VALSERINE,base.fr,account_payment_term.60joursfindemois,0033 450481304,,,,AUXCA,French / Français,AUXCA,kebez316,Régime Intra-Communautaire
res.partner_AUXTRE,AUX TRESORS D'OCEANE,True,True,,"RUE DE L'YSER, 399",,4430,ANS,base.be,account_payment_term.30joursnet,0486 276875,,zenelbinzkaj@hotmail.com,,AUXTRE,French / Français,AUXTRE,tanok230,Régime National
res.partner_AVA001,AVA LEDERWAREN BVBA,True,True,,MANEGEMSTRAAT . 50,,8870,IZEGEM,base.be,account_payment_term.30joursnet,051 305658,051 312737,ava.v@scarlet.be,,AVA001,Dutch / Nederlands,AVA001,beguc879,Régime National
res.partner_AVICUL,COMITE D'ENTREPRISE,True,True,,AVICULTURE LOGISTIQUE SERVICES,LA BOHARDIERE BP1,49290,SAINT LAURENT DE LA PLAINE,base.fr,account_payment_term.60joursfindemois,,,,,AVICUL,French / Français,AVICUL,pujij071,Régime Intra-Communautaire
res.partner_AVITEX,AVITEX,True,True,,"RUE DU MOULIN , 28",,7800,ATH,base.be,account_payment_term.30joursnet,068 287157,,,,AVITEX,French / Français,AVITEX,narut963,Régime National
res.partner_AWASCH,AWA SCHOENEN,True,True,,STOVESTRAAT 4,,8600,DISKMUIDE,base.be,account_payment_term.30joursnet,051 503597,051 505028,,,AWASCH,Dutch / Nederlands,AWASCH,merin538,Régime National
res.partner_AWJUWE,AW JEWELEN BVBA,True,True,,WEG NAAR ZWARTBERG 13,T.A. DHR EN MEVR. CREYNS,3660,OPGLABBEEK,base.be,account_payment_term.30joursnet,089 858696,,,,AWJUWE,Dutch / Nederlands,AWJUWE,viped200,Régime National
res.partner_AXANTI,AXANTIS OFFICE NETWORKS,True,True,,5 PROMENADE DE LA BONNETTE,ZA DES BARBANNIERS,92230,GENNEVILLIERS,base.fr,account_payment_term.60joursfindemois,0033 146854685,0033 146854690,,,AXANTI,French / Français,AXANTI,qeges629,Régime National
res.partner_AXCUIR,AX CUIR,True,True,,CC LECLERC,,95130,FRANCONVILLE,base.fr,account_payment_term.60joursfindemois,0033 134144547,,,,AXCUIR,French / Français,AXCUIR,digav963,Régime Intra-Communautaire
res.partner_AXEL1,GROUP AXEL,True,True,,"VIA SANTO SPIRITO, 27",,93100,CALTANISSETTA,base.it,account_payment_term.30joursnet,0039 0934581622,0039 0934542517,info@axel-accessorimoda.it,,AXEL1,English,AXEL1,putus095,Régime Intra-Communautaire
res.partner_AXESS,AXESS,True,True,,DIESTSESTRAAT 139 B1,,3000,LEUVEN,base.be,account_payment_term.30joursnet,016 235774,016 255056,,,AXESS,French / Français,AXESS,sasal068,Régime National
res.partner_AZARIA,AZARIAN,True,True,,"1 & 1BIS, PLACE RENE GOBLET",,80000,AMIENS,base.fr,account_payment_term.60joursfindemois,0033 322916182,,,,AZARIA,French / Français,AZARIA,toron943,Régime Intra-Communautaire
res.partner_AZUR,AZUR MAROQUINERIE,True,True,,CC CORA - BP 5,BD DE LA MUETTE,95141,GARGES LES GONESSE,base.fr,account_payment_term.60joursfindemois,0033 139864961,,,,AZUR,French / Français,AZUR,zesat123,Régime Intra-Communautaire
res.partner_AZURGM,AZUR GMF,True,True,,76 . RUE DE PRONY,,75017,PARIS,base.fr,account_payment_term.60joursfindemois,0033 147541908,0033 147541402,,,AZURGM,French / Français,AZURGM,xenap342,Régime Intra-Communautaire
res.partner_BABETT,BABETTE S.N.C.,True,True,,"VIA TRIPOLI, 45B",,10136,TORINO,base.it,account_payment_term.30joursnet,0039 11368466,,babette.to2006@libero.it,,BABETT,English,BABETT,situd482,Régime Intra-Communautaire
res.partner_BABYBE,BABYBELLE,True,True,,STATIONSLAAN 41,,3700,TONGEREN,base.be,account_payment_term.30joursnet,012 215626,,,,BABYBE,Dutch / Nederlands,BABYBE,kakec073,Régime National
res.partner_BABYL1,BABYLON,True,True,,UNIT 6C,TUNSGATE SQUARE,GU1 3QZ,GUILDFORD,base.uk,account_payment_term.30joursnet,0044 1483303022,0044 1483579611,,,BABYL1,English,BABYL1,kazul578,Régime Intra-Communautaire
res.partner_BABYLO,BABYLON B.V.B.A.,True,True,,BOGAARDESTRAAT . 168 D,,9990,MALDEGEM,base.be,account_payment_term.30joursnet,050 712222,050 717865,,,BABYLO,Dutch / Nederlands,BABYLO,lutam367,Régime National
res.partner_BACCUS,BACCUS,True,True,,AV.DE LA SALM . 10,,6690,VIELSALM,base.be,account_payment_term.30joursnet,080 216263,,photobaccus@skynet.be,,BACCUS,French / Français,BACCUS,xavil085,Régime National
res.partner_BACHMA,BACHMAN,True,True,,HAAGSEMARKT . 29,,4813,BB BREDA,base.nl,account_payment_term.30joursnet,076.51.45.098,,,,BACHMA,Dutch / Nederlands,BACHMA,balof082,Régime Intra-Communautaire
res.partner_BACHO1,BACHO,True,True,,MALL MULTIPLAZA PACIFIC,LOCAL P.B. A-103,,PANAMA,base.pa,account_payment_term.ttbeforeshipment,00507 30253123025318,,,,BACHO1,English,BACHO1,lilap028,Régime Extra-Communautaire
res.partner_BADTKE,BADTKE LEDERWAREN,True,True,res.state_SACHSEN-ANHALT,BREITE STRASSE . 71,,39576,STENDAL,base.de,account_payment_term.30joursnet,03931.21.38.13,00.49.3931.21.38.13,,,BADTKE,English,BADTKE,lilot728,Régime Intra-Communautaire
res.partner_BAGAG1,LA BAGAGERIE,True,True,,"PLACE ALBERT 1ER, 23",,4960,MALMEDY,base.be,account_payment_term.30joursnet,080 770423,,,,BAGAG1,French / Français,BAGAG1,begid714,Régime National
